word vector file:		GiTuCo.filt.uniq.stemB.format_S_Rcuspod.samp44p_w5_v200_mc10_i5_cbow.w2v.vec
corpus file:			GiTuCo.filt.uniq.stemB.sample
input file:				_arg_verb_list_50x100
minimum sample size:	30
minimum context size:	15
window size:			20
filters:				cuspod
is keyword included?	true
PCA variance threshold:	0.45
number of threads:		8

arg	verb	sample size	argComp	verbComp	phraseAvgComp	phrasePCAcomp
ara:2	gir:v	1	null	null	null	null
içeri:2	gir:v	null	null	null	null	null
meclis:2	gir:v	null	null	null	null	null
site:2	gir:v	1	null	null	null	null
polemiK:2	gir:v	null	null	null	null	null
kategori:2	gir:v	null	null	null	null	null
kriz:2	gir:v	null	null	null	null	null
hap$is:2	gir:v	1	null	null	null	null
göt:2	gir:v	null	null	null	null	null
sıra:2	gir:v	null	null	null	null	null
bunalım:2	gir:v	null	null	null	null	null
gerdeK:2	gir:v	null	null	null	null	null
oda:2	gir:v	null	null	null	null	null
ders:2	gir:v	null	null	null	null	null
risk:2	gir:v	1	null	null	null	null
oyun:2	gir:v	null	null	null	null	null
günah:2	gir:v	null	null	null	null	null
rüya:2	gir:v	null	null	null	null	null
duş:2	gir:v	null	null	null	null	null
süreci:2	gir:v	null	null	null	null	null
koma:2	gir:v	null	null	null	null	null
pozisyon:2	gir:v	null	null	null	null	null
kuyruK:2	gir:v	null	null	null	null	null
liste:2	gir:v	null	null	null	null	null
yarış:2	gir:v	null	null	null	null	null
kapı:3	gir:v	null	null	null	null	null
kapsam:2	gir:v	null	null	null	null	null
detay:2	gir:v	null	null	null	null	null
seçim:2	gir:v	null	null	null	null	null
beklenti:2	gir:v	null	null	null	null	null
yataK:2	gir:v	null	null	null	null	null
internet:2	gir:v	1	null	null	null	null
dalaş:2	gir:v	null	null	null	null	null
dönem:2	gir:v	null	null	null	null	null
altın:2	gir:v	null	null	null	null	null
zahmet:2	gir:v	1	null	null	null	null
birliK:2	gir:v	null	null	null	null	null
çıkmaz:2	gir:v	null	null	null	null	null
stres:2	gir:v	2	null	null	null	null
bela:2	gir:v	1	null	null	null	null
alan:2	gir:v	null	null	null	null	null
şok:2	gir:v	null	null	null	null	null
hava:2	gir:v	null	null	null	null	null
etkileşim:2	gir:v	null	null	null	null	null
muhabbet:2	gir:v	null	null	null	null	null
sınıf:2	gir:v	null	null	null	null	null
ayrıntı:2	gir:v	2	null	null	null	null
döngü:2	gir:v	null	null	null	null	null
üniversite:2	gir:v	null	null	null	null	null
havas:2	gir:v	null	null	null	null	null
sözlüK:2	gir:v	null	null	null	null	null
bah$is:2	gir:v	null	null	null	null	null
hizmet:2	gir:v	null	null	null	null	null
indirim:2	gir:v	1	null	null	null	null
diyaloĞ:2	gir:v	null	null	null	null	null
ortam:2	gir:v	1	null	null	null	null
tuvalet:2	gir:v	null	null	null	null	null
işE:v	gir:v	null	null	null	null	null
salon:2	gir:v	null	null	null	null	null
konu:2	gir:v	1	null	null	null	null
ev:2	gir:v	null	null	null	null	null
çaba:2	gir:v	null	null	null	null	null
tehlike:2	gir:v	null	null	null	null	null
menopoz:2	gir:v	null	null	null	null	null
eğilim:2	gir:v	1	null	null	null	null
viraj:2	gir:v	null	null	null	null	null
sevaP:2	gir:v	null	null	null	null	null
havuz:2	gir:v	null	null	null	null	null
tesettür:2	gir:v	null	null	null	null	null
kramp:0	gir:v	null	null	null	null	null
iş:2	gir:v	null	null	null	null	null
siyaset:2	gir:v	null	null	null	null	null
ergenliK:2	gir:v	null	null	null	null	null
ihale:2	gir:v	null	null	null	null	null
banyo:2	gir:v	null	null	null	null	null
cezaevi&:2	gir:v	null	null	null	null	null
birbiri&:2	gir:v	null	null	null	null	null
ameliyat:2	gir:v	null	null	null	null	null
mutfaK:2	gir:v	null	null	null	null	null
atraksiyon:2	gir:v	null	null	null	null	null
şeklE:v	gir:v	null	null	null	null	null
başlıK:2	gir:v	1	null	null	null	null
in:2	gir:v	null	null	null	null	null
dükkan:2	gir:v	null	null	null	null	null
borÇ:2	gir:v	null	null	null	null	null
dana:2	gir:v	null	null	null	null	null
münakaşa:2	gir:v	null	null	null	null	null
damsız:0	gir:v	null	null	null	null	null
pazar:2	gir:v	null	null	null	null	null
iddia:2	gir:v	null	null	null	null	null
hoş:2	giT:v	2	null	null	null	null
siktir:v	giT:v	1	null	null	null	null
öte:2	giT:v	2	null	null	null	null
asker:2	giT:v	null	null	null	null	null
okul:2	giT:v	null	null	null	null	null
zorun:2	giT:v	null	null	null	null	null
defol:v	giT:v	null	null	null	null	null
yit:v	giT:v	null	null	null	null	null
tuvalet:2	giT:v	null	null	null	null	null
hac0:2	giT:v	null	null	null	null	null
konser:2	giT:v	null	null	null	null	null
sinema:2	giT:v	null	null	null	null	null
tatil:2	giT:v	null	null	null	null	null
kötü:2	giT:v	null	null	null	null	null
sandıK:2	giT:v	null	null	null	null	null
ev:2	giT:v	null	null	null	null	null
cennet:2	giT:v	1	null	null	null	null
güme:0	giT:v	null	null	null	null	null
ziyaret:2	giT:v	null	null	null	null	null
boşE:v	giT:v	1	null	null	null	null
evin:2	giT:v	null	null	null	null	null
değişikliK:2	giT:v	null	null	null	null	null
peşin:3	giT:v	null	null	null	null	null
yan:2	giT:v	null	null	null	null	null
zor:2	giT:v	null	null	null	null	null
gariP:2	giT:v	null	null	null	null	null
kurban:0	giT:v	2	null	null	null	null
ileri:0	giT:v	3	null	null	null	null
iz$in:3	giT:v	1	null	null	null	null
iyi:2	giT:v	null	null	null	null	null
doktora:0	giT:v	1	null	null	null	null
hastane:2	giT:v	null	null	null	null	null
uzaK:2	giT:v	null	null	null	null	null
aut:2	giT:v	null	null	null	null	null
kurs:2	giT:v	null	null	null	null	null
yolun:v	giT:v	null	null	null	null	null
indirim:2	giT:v	null	null	null	null	null
işE:v	giT:v	null	null	null	null	null
ağır:2	giT:v	null	null	null	null	null
misafirliK:2	giT:v	1	null	null	null	null
market:2	giT:v	null	null	null	null	null
cuma:2	giT:v	null	null	null	null	null
seçim:2	giT:v	2	null	null	null	null
şube:2	giT:v	null	null	null	null	null
amerika:2	giT:v	null	null	null	null	null
rahvan:0	giT:v	null	null	null	null	null
bara:0	giT:v	null	null	null	null	null
gırlE:v	giT:v	null	null	null	null	null
tuhaf:2	giT:v	null	null	null	null	null
deplasman:2	giT:v	null	null	null	null	null
dershane:2	giT:v	null	null	null	null	null
umre:2	giT:v	null	null	null	null	null
ileri:2	giT:v	null	null	null	null	null
yaver:0	giT:v	null	null	null	null	null
cami%:2	giT:v	null	null	null	null	null
baş:1	giT:v	1	null	null	null	null
bakkal:2	giT:v	null	null	null	null	null
cehennem:2	giT:v	null	null	null	null	null
avrupa:2	giT:v	null	null	null	null	null
kuaför:2	giT:v	null	null	null	null	null
berber:2	giT:v	null	null	null	null	null
üniversite:2	giT:v	null	null	null	null	null
yer:2	giT:v	1	null	null	null	null
geri:2	giT:v	null	null	null	null	null
maça:0	giT:v	null	null	null	null	null
pikniK:2	giT:v	null	null	null	null	null
namaz:2	giT:v	null	null	null	null	null
mekan:2	giT:v	null	null	null	null	null
düğün:2	giT:v	null	null	null	null	null
çöp:2	giT:v	null	null	null	null	null
referandum:2	giT:v	null	null	null	null	null
yön:2	giT:v	1	null	null	null	null
komiK:2	giT:v	null	null	null	null	null
ankara:2	giT:v	null	null	null	null	null
acil:2	giT:v	null	null	null	null	null
kafe:2	giT:v	1	null	null	null	null
tiyatro:2	giT:v	null	null	null	null	null
lise:2	giT:v	null	null	null	null	null
köy:2	giT:v	null	null	null	null	null
grev:2	giT:v	null	null	null	null	null
salon:2	giT:v	null	null	null	null	null
maç:2	giT:v	null	null	null	null	null
film:2	giT:v	null	null	null	null	null
istanbul:2	giT:v	null	null	null	null	null
yol:5	giT:v	1	null	null	null	null
artırım:2	giT:v	null	null	null	null	null
restoran:2	giT:v	null	null	null	null	null
oda:2	giT:v	null	null	null	null	null
dişçi:2	giT:v	null	null	null	null	null
gümbürtü:2	giT:v	null	null	null	null	null
revizyon:2	giT:v	null	null	null	null	null
yer:v	giT:v	1	null	null	null	null
ön:5	giT:v	null	null	null	null	null
mars:2	giT:v	null	null	null	null	null
ilkokul:2	giT:v	null	null	null	null	null
nere:2	giT:v	null	null	null	null	null
mutfaK:2	giT:v	null	null	null	null	null
psikoloĞ:2	giT:v	null	null	null	null	null
yol:3	giT:v	null	null	null	null	null
memleket:2	giT:v	null	null	null	null	null
hor:0	gör:v	2	null	null	null	null
layıK:0	gör:v	1	null	null	null	null
zarar:0	gör:v	null	null	null	null	null
reva:0	gör:v	null	null	null	null	null
beis:0	gör:v	null	null	null	null	null
muamele:0	gör:v	1	null	null	null	null
fayda:1	gör:v	null	null	null	null	null
rağbet:0	gör:v	1	null	null	null	null
ol:v	gör:v	23	null	null	null	null
kart:0	gör:v	null	null	null	null	null
rüya:5	gör:v	null	null	null	null	null
öğrenim:0	gör:v	null	null	null	null	null
hakir:0	gör:v	1	null	null	null	null
sakınca:0	gör:v	null	null	null	null	null
ilgi:0	gör:v	null	null	null	null	null
rüya:0	gör:v	null	null	null	null	null
mazur:0	gör:v	null	null	null	null	null
gözlE:v	gör:v	null	null	null	null	null
hasar:0	gör:v	1	null	null	null	null
göz:4	gör:v	null	null	null	null	null
tedavi:0	gör:v	null	null	null	null	null
işlem:0	gör:v	1	null	null	null	null
işlev:0	gör:v	null	null	null	null	null
uygun:0	gör:v	2	null	null	null	null
yüz:1	gör:v	null	null	null	null	null
hay$ır:1	gör:v	null	null	null	null	null
kabûl:0	gör:v	null	null	null	null	null
yüz:0	gör:v	null	null	null	null	null
ileri:1	gör:v	null	null	null	null	null
hali:1	gör:v	null	null	null	null	null
yazı:1	gör:v	null	null	null	null	null
işkence:0	gör:v	1	null	null	null	null
yamuK:1	gör:v	null	null	null	null	null
örneK:1	gör:v	1	null	null	null	null
diP:1	gör:v	null	null	null	null	null
fotoğraf:1	gör:v	null	null	null	null	null
eğitim:0	gör:v	null	null	null	null	null
iş:1	gör:v	null	null	null	null	null
ayna:5	gör:v	null	null	null	null	null
üstün:0	gör:v	null	null	null	null	null
kendi&:5	gör:v	null	null	null	null	null
rüya:1	gör:v	null	null	null	null	null
vazife:0	gör:v	null	null	null	null	null
açıK:7	gör:v	null	null	null	null	null
ön:1	gör:v	null	null	null	null	null
sık:v	gör:v	1	null	null	null	null
bir:1	gör:v	null	null	null	null	null
yarar:1	gör:v	null	null	null	null	null
hayat:5	gör:v	null	null	null	null	null
mürüvvet:1	gör:v	null	null	null	null	null
sık:7	gör:v	null	null	null	null	null
kabus:0	gör:v	null	null	null	null	null
ekran:5	gör:v	null	null	null	null	null
halüsinasyon:0	gör:v	null	null	null	null	null
zul$üm:0	gör:v	null	null	null	null	null
şahsi:0	gör:v	null	null	null	null	null
bun:0	gör:v	null	null	null	null	null
siyasi:0	gör:v	1	null	null	null	null
muamele:1	gör:v	null	null	null	null	null
şiddet:0	gör:v	1	null	null	null	null
televizyon:5	gör:v	null	null	null	null	null
öte:1	gör:v	null	null	null	null	null
ilgi:1	gör:v	null	null	null	null	null
diP:0	gör:v	null	null	null	null	null
afiş:1	gör:v	null	null	null	null	null
zarar:1	gör:v	null	null	null	null	null
mahkeme:5	gör:v	null	null	null	null	null
hiç:0	gör:v	null	null	null	null	null
surat:1	gör:v	null	null	null	null	null
böyle:1	gör:v	1	null	null	null	null
gerekli:0	gör:v	1	null	null	null	null
alışveriş:5	gör:v	null	null	null	null	null
dere:1	gör:v	null	null	null	null	null
tabela:1	gör:v	null	null	null	null	null
hâl0:1	gör:v	null	null	null	null	null
manzara:1	gör:v	null	null	null	null	null
film:5	gör:v	null	null	null	null	null
değer:0	gör:v	null	null	null	null	null
mübah:0	gör:v	null	null	null	null	null
sıklıK:4	gör:v	null	null	null	null	null
resmi:1	gör:v	null	null	null	null	null
saygı:0	gör:v	1	null	null	null	null
vahiT:2	gör:v	null	null	null	null	null
örneK:5	gör:v	2	null	null	null	null
reklam:1	gör:v	null	null	null	null	null
başlıK:1	gör:v	null	null	null	null	null
net:0	gör:v	null	null	null	null	null
video:5	gör:v	null	null	null	null	null
etki:1	gör:v	null	null	null	null	null
on:0	gör:v	null	null	null	null	null
başlıK:0	gör:v	null	null	null	null	null
gez:v	gör:v	null	null	null	null	null
meşru:0	gör:v	null	null	null	null	null
yol:5	gör:v	null	null	null	null	null
fotoğraf:5	gör:v	null	null	null	null	null
sokaK:5	gör:v	null	null	null	null	null
son:1	gör:v	null	null	null	null	null
fayda:0	gör:v	1	null	null	null	null
ibare:1	gör:v	null	null	null	null	null
karşıt:0	gör:v	null	null	null	null	null
tepki:0	göster:v	1	null	null	null	null
özen:v	göster:v	2	null	null	null	null
değişkenliK:0	göster:v	null	null	null	null	null
saygı:0	göster:v	1	null	null	null	null
ilgi:0	göster:v	1	null	null	null	null
çaba:0	göster:v	1	null	null	null	null
faaliyet:0	göster:v	1	null	null	null	null
aday:0	göster:v	1	null	null	null	null
farklılıK:0	göster:v	null	null	null	null	null
müsamaha:0	göster:v	null	null	null	null	null
performans:0	göster:v	null	null	null	null	null
gayret:0	göster:v	null	null	null	null	null
gerekçe:0	göster:v	null	null	null	null	null
boy:0	göster:v	null	null	null	null	null
cesaret:1	göster:v	null	null	null	null	null
özeni:0	göster:v	1	null	null	null	null
direnÇ:0	göster:v	1	null	null	null	null
hassasiyet:0	göster:v	null	null	null	null	null
hedef:0	göster:v	2	null	null	null	null
örneK:0	göster:v	null	null	null	null	null
tepki:1	göster:v	null	null	null	null	null
benzerliK:0	göster:v	null	null	null	null	null
parmaklE:v	göster:v	null	null	null	null	null
reaksiyon:0	göster:v	null	null	null	null	null
cüret:1	göster:v	null	null	null	null	null
etki:1	göster:v	1	null	null	null	null
ihtimam:0	göster:v	null	null	null	null	null
ol:v	göster:v	9	null	null	null	null
kendi&:1	göster:v	null	null	null	null	null
başarı:1	göster:v	null	null	null	null	null
paralelliK:0	göster:v	null	null	null	null	null
tolerans:0	göster:v	null	null	null	null	null
eğilim:0	göster:v	null	null	null	null	null
yüz:1	göster:v	null	null	null	null	null
çaba:1	göster:v	null	null	null	null	null
mazur:0	göster:v	1	null	null	null	null
sopa:0	göster:v	null	null	null	null	null
biz:2	göster:v	null	null	null	null	null
belirti:0	göster:v	null	null	null	null	null
kart:0	göster:v	2	null	null	null	null
yol:v	göster:v	null	null	null	null	null
varlıK:0	göster:v	null	null	null	null	null
yürekliliK:1	göster:v	null	null	null	null	null
art:v	göster:v	3	null	null	null	null
değişikliK:0	göster:v	null	null	null	null	null
şefkât:0	göster:v	null	null	null	null	null
alınganlıK:0	göster:v	null	null	null	null	null
cesaret:0	göster:v	null	null	null	null	null
hüner:1	göster:v	null	null	null	null	null
açıK:7	göster:v	null	null	null	null	null
gücü:1	göster:v	null	null	null	null	null
sevgi:1	göster:v	null	null	null	null	null
titizliK:0	göster:v	null	null	null	null	null
saygı:1	göster:v	null	null	null	null	null
büyüklüK:1	göster:v	null	null	null	null	null
başarı:0	göster:v	null	null	null	null	null
sab$ır:0	göster:v	null	null	null	null	null
kararlılıK:1	göster:v	null	null	null	null	null
emare:0	göster:v	null	null	null	null	null
nokta:1	göster:v	1	null	null	null	null
gelişim:0	göster:v	null	null	null	null	null
beceri:1	göster:v	null	null	null	null	null
baş:0	göster:v	null	null	null	null	null
nezaket:1	göster:v	null	null	null	null	null
tevazu:0	göster:v	null	null	null	null	null
hoşgörü:0	göster:v	null	null	null	null	null
rıza:0	göster:v	null	null	null	null	null
teveccüh:0	göster:v	null	null	null	null	null
referans:0	göster:v	null	null	null	null	null
doğru:1	göster:v	null	null	null	null	null
uyum:0	göster:v	null	null	null	null	null
özveri:1	göster:v	null	null	null	null	null
basiret:1	göster:v	null	null	null	null	null
hürmet:0	göster:v	null	null	null	null	null
alem:2	göster:v	null	null	null	null	null
refleks:0	göster:v	null	null	null	null	null
kaynaK:0	göster:v	null	null	null	null	null
çeşitliliK:0	göster:v	null	null	null	null	null
diş:1	göster:v	null	null	null	null	null
kararlılıK:0	göster:v	null	null	null	null	null
misafirperverliK:1	göster:v	null	null	null	null	null
rağbet:0	göster:v	null	null	null	null	null
pipi:1	göster:v	null	null	null	null	null
nezaket:0	göster:v	null	null	null	null	null
herkes:2	göster:v	null	null	null	null	null
meşru:0	göster:v	null	null	null	null	null
erdem:1	göster:v	null	null	null	null	null
dirayet:0	göster:v	null	null	null	null	null
yakınlıK:0	göster:v	null	null	null	null	null
olgunluK:1	göster:v	null	null	null	null	null
esnekliK:0	göster:v	null	null	null	null	null
göster:v	göster:v	null	null	null	null	null
etki:0	göster:v	null	null	null	null	null
klas:1	göster:v	null	null	null	null	null
kalite:1	göster:v	null	null	null	null	null
vefa:1	göster:v	null	null	null	null	null
irade:1	göster:v	null	null	null	null	null
varlıK:1	göster:v	null	null	null	null	null
maharet:1	göster:v	null	null	null	null	null
mukavemet:0	göster:v	null	null	null	null	null
derin:2	in:v	null	null	null	null	null
araba:3	in:v	null	null	null	null	null
otobüs:3	in:v	1	null	null	null	null
zembillE:v	in:v	null	null	null	null	null
uçaK:3	in:v	null	null	null	null	null
aşağı:0	in:v	1	null	null	null	null
merdiven:3	in:v	null	null	null	null	null
aşağı:2	in:v	null	null	null	null	null
ali:7	in:v	null	null	null	null	null
göle:0	in:v	null	null	null	null	null
at:3	in:v	null	null	null	null	null
dağ:3	in:v	null	null	null	null	null
duraK:5	in:v	null	null	null	null	null
göK:3	in:v	null	null	null	null	null
tren:3	in:v	null	null	null	null	null
tepe:3	in:v	null	null	null	null	null
sıfır:2	in:v	null	null	null	null	null
vapur:3	in:v	null	null	null	null	null
seviye:2	in:v	null	null	null	null	null
havaalanı&:2	in:v	null	null	null	null	null
taksi:3	in:v	null	null	null	null	null
metro:3	in:v	null	null	null	null	null
havalimanı&:2	in:v	null	null	null	null	null
araç:3	in:v	null	null	null	null	null
altın:2	in:v	1	null	null	null	null
sahil:2	in:v	null	null	null	null	null
dolmuş:3	in:v	null	null	null	null	null
hôl:2	in:v	null	null	null	null	null
saha:2	in:v	null	null	null	null	null
minibüs:3	in:v	null	null	null	null	null
derinliK:2	in:v	null	null	null	null	null
detay:2	in:v	null	null	null	null	null
yeryüzü&:2	in:v	null	null	null	null	null
asansör:3	in:v	null	null	null	null	null
çocukluK:2	in:v	null	null	null	null	null
kuyu:2	in:v	null	null	null	null	null
aracı:3	in:v	null	null	null	null	null
kucaK:3	in:v	null	null	null	null	null
köken:2	in:v	1	null	null	null	null
yeraltı&:2	in:v	null	null	null	null	null
me:0	in:v	null	null	null	null	null
düzey:2	in:v	null	null	null	null	null
tramvay:3	in:v	null	null	null	null	null
minimum:2	in:v	1	null	null	null	null
güney:2	in:v	null	null	null	null	null
sahne:3	in:v	null	null	null	null	null
singin:0	in:v	null	null	null	null	null
im:0	in:v	1	null	null	null	null
otomobil:3	in:v	null	null	null	null	null
her:2	in:v	null	null	null	null	null
çizgi:2	in:v	null	null	null	null	null
temel:2	in:v	null	null	null	null	null
rest:0	in:v	null	null	null	null	null
paraşütlE:v	in:v	null	null	null	null	null
tim:2	in:v	null	null	null	null	null
kök:2	in:v	null	null	null	null	null
sokaK:2	in:v	null	null	null	null	null
yokuş:3	in:v	null	null	null	null	null
uçaK:0	in:v	null	null	null	null	null
feribot:3	in:v	null	null	null	null	null
it:v	in:v	null	null	null	null	null
öz:2	in:v	null	null	null	null	null
şeh$ir:2	in:v	null	null	null	null	null
pist:2	in:v	null	null	null	null	null
dokuz:2	in:v	null	null	null	null	null
servis:3	in:v	null	null	null	null	null
halka:0	in:v	null	null	null	null	null
yarı:2	in:v	null	null	null	null	null
merdiven:0	in:v	null	null	null	null	null
gemi:3	in:v	null	null	null	null	null
lif:2	in:v	null	null	null	null	null
fire:0	in:v	null	null	null	null	null
aza:0	in:v	null	null	null	null	null
deniz:2	in:v	null	null	null	null	null
kürsü:3	in:v	null	null	null	null	null
is:0	in:v	null	null	null	null	null
cip:3	in:v	null	null	null	null	null
in:v	in:v	1	null	null	null	null
maden:2	in:v	null	null	null	null	null
ova:2	in:v	null	null	null	null	null
taht:3	in:v	null	null	null	null	null
buT:0	in:v	null	null	null	null	null
kilo:2	in:v	null	null	null	null	null
change:0	in:v	null	null	null	null	null
gezegen:2	in:v	null	null	null	null	null
bisiklet:3	in:v	null	null	null	null	null
asgari:2	in:v	null	null	null	null	null
perde:0	in:v	null	null	null	null	null
kantin:2	in:v	null	null	null	null	null
merdivenlE:v	in:v	1	null	null	null	null
yağcı:5	in:v	null	null	null	null	null
limuzin:3	in:v	null	null	null	null	null
eşeK:3	in:v	null	null	null	null	null
mide:2	in:v	null	null	null	null	null
ayrıntı:2	in:v	null	null	null	null	null
kucakta:0	in:v	null	null	null	null	null
men:0	in:v	null	null	null	null	null
koltuK:3	in:v	null	null	null	null	null
manşet:3	in:v	null	null	null	null	null
vah$iy:0	in:v	null	null	null	null	null
ister:0	istE:v	2	null	null	null	null
yardım:0	istE:v	null	null	null	null	null
yap:v	istE:v	2	null	null	null	null
gör:v	istE:v	2	null	null	null	null
eT:v	istE:v	4	null	null	null	null
dE:v	istE:v	2	null	null	null	null
al:v	istE:v	1	null	null	null	null
ver:v	istE:v	3	null	null	null	null
can:6	istE:v	null	null	null	null	null
anlat:v	istE:v	3	null	null	null	null
giT:v	istE:v	1	null	null	null	null
ol:v	istE:v	6	null	null	null	null
iptâl:1	istE:v	null	null	null	null	null
evlen:v	istE:v	null	null	null	null	null
değin:v	istE:v	null	null	null	null	null
helalliK:0	istE:v	null	null	null	null	null
istifa:1	istE:v	null	null	null	null	null
sor:v	istE:v	1	null	null	null	null
öğren:v	istE:v	1	null	null	null	null
iyiliK:1	istE:v	null	null	null	null	null
söylE:v	istE:v	1	null	null	null	null
boğmaK:0	istE:v	null	null	null	null	null
fazla:1	istE:v	null	null	null	null	null
ayrıl:v	istE:v	1	null	null	null	null
yaşE:v	istE:v	1	null	null	null	null
gir:v	istE:v	2	null	null	null	null
iade:1	istE:v	null	null	null	null	null
emekliliK:1	istE:v	1	null	null	null	null
seslen:v	istE:v	null	null	null	null	null
af0:1	istE:v	null	null	null	null	null
inan:v	istE:v	null	null	null	null	null
izlE:v	istE:v	1	null	null	null	null
gön$ül:3	istE:v	null	null	null	null	null
beraât:1	istE:v	null	null	null	null	null
fidye:0	istE:v	null	null	null	null	null
çek:v	istE:v	1	null	null	null	null
yemeK:0	istE:v	null	null	null	null	null
yaz:v	istE:v	2	null	null	null	null
tahliye:1	istE:v	null	null	null	null	null
uçmaK:0	istE:v	null	null	null	null	null
katıl:v	istE:v	null	null	null	null	null
kötülüK:1	istE:v	null	null	null	null	null
kur:v	istE:v	null	null	null	null	null
para:0	istE:v	2	null	null	null	null
duy:v	istE:v	null	null	null	null	null
değiştir:v	istE:v	null	null	null	null	null
dinlE:v	istE:v	null	null	null	null	null
yararlan:v	istE:v	null	null	null	null	null
iz$in:0	istE:v	1	null	null	null	null
dön:v	istE:v	null	null	null	null	null
seviş:v	istE:v	null	null	null	null	null
oynE:v	istE:v	2	null	null	null	null
getir:v	istE:v	1	null	null	null	null
geçir:v	istE:v	null	null	null	null	null
oku:v	istE:v	1	null	null	null	null
bırak:v	istE:v	1	null	null	null	null
kılavuz:0	istE:v	null	null	null	null	null
kurtul:v	istE:v	null	null	null	null	null
kal:v	istE:v	null	null	null	null	null
sürme:1	istE:v	null	null	null	null	null
kullan:v	istE:v	null	null	null	null	null
paylaş:v	istE:v	null	null	null	null	null
konuş:v	istE:v	1	null	null	null	null
cezalandır:v	istE:v	null	null	null	null	null
çık:v	istE:v	3	null	null	null	null
barış:v	istE:v	null	null	null	null	null
kazan:v	istE:v	null	null	null	null	null
öl:v	istE:v	null	null	null	null	null
eklE:v	istE:v	null	null	null	null	null
görüş:v	istE:v	null	null	null	null	null
faydalan:v	istE:v	null	null	null	null	null
aynı:3	istE:v	null	null	null	null	null
hap$is:1	istE:v	null	null	null	null	null
kaldır:v	istE:v	1	null	null	null	null
boşan:v	istE:v	null	null	null	null	null
belirt:v	istE:v	null	null	null	null	null
aktar:v	istE:v	null	null	null	null	null
göster:v	istE:v	1	null	null	null	null
tanış:v	istE:v	null	null	null	null	null
can:0	istE:v	null	null	null	null	null
uğraş:v	istE:v	null	null	null	null	null
vurgulE:v	istE:v	null	null	null	null	null
ilet:v	istE:v	null	null	null	null	null
bahseT:v	istE:v	null	null	null	null	null
haykır:v	istE:v	null	null	null	null	null
desteK:0	istE:v	null	null	null	null	null
ulaş:v	istE:v	null	null	null	null	null
bil:v	istE:v	2	null	null	null	null
gönder:v	istE:v	null	null	null	null	null
hatırlat:v	istE:v	null	null	null	null	null
tayin:1	istE:v	null	null	null	null	null
yaptır:v	istE:v	null	null	null	null	null
çarptır:v	istE:v	null	null	null	null	null
şeriat:0	istE:v	null	null	null	null	null
bitir:v	istE:v	null	null	null	null	null
at:v	istE:v	1	null	null	null	null
aç:v	istE:v	null	null	null	null	null
boz:v	istE:v	null	null	null	null	null
istE:v	istE:v	1	null	null	null	null
uyu:v	istE:v	null	null	null	null	null
dikkât:3	kaç:v	null	null	null	null	null
kolay:2	kaç:v	null	null	null	null	null
aşırı:2	kaç:v	1	null	null	null	null
göz:3	kaç:v	null	null	null	null	null
bir:0	kaç:v	7	null	null	null	null
gözde:0	kaç:v	1	null	null	null	null
abartı:2	kaç:v	null	null	null	null	null
sorumluluK:3	kaç:v	null	null	null	null	null
savaş:3	kaç:v	null	null	null	null	null
bil:v	kaç:v	1	null	null	null	null
kolaycılıK:2	kaç:v	null	null	null	null	null
tadım:0	kaç:v	null	null	null	null	null
ev:3	kaç:v	null	null	null	null	null
zul$üm:3	kaç:v	null	null	null	null	null
bucak:0	kaç:v	null	null	null	null	null
taT:0	kaç:v	null	null	null	null	null
aşırılıK:2	kaç:v	null	null	null	null	null
uyku:0	kaç:v	null	null	null	null	null
okul:3	kaç:v	null	null	null	null	null
tavşan:2	kaç:v	null	null	null	null	null
asker:3	kaç:v	null	null	null	null	null
bilir:0	kaç:v	1	null	null	null	null
ülke:3	kaç:v	null	null	null	null	null
polis:3	kaç:v	null	null	null	null	null
gerçeK:3	kaç:v	null	null	null	null	null
hapishane:3	kaç:v	null	null	null	null	null
askerliK:3	kaç:v	null	null	null	null	null
hap$is:3	kaç:v	null	null	null	null	null
keyfi:0	kaç:v	null	null	null	null	null
heves:0	kaç:v	null	null	null	null	null
dış:2	kaç:v	null	null	null	null	null
engizisyon:3	kaç:v	null	null	null	null	null
uç:v	kaç:v	null	null	null	null	null
uyku:6	kaç:v	null	null	null	null	null
kader:3	kaç:v	null	null	null	null	null
nazi:3	kaç:v	null	null	null	null	null
gen$iz:2	kaç:v	null	null	null	null	null
göt:2	kaç:v	null	null	null	null	null
ifrat:2	kaç:v	null	null	null	null	null
yaş:0	kaç:v	null	null	null	null	null
yağmur:3	kaç:v	null	null	null	null	null
boru:2	kaç:v	null	null	null	null	null
kamp:3	kaç:v	null	null	null	null	null
masraf:3	kaç:v	null	null	null	null	null
tohum:2	kaç:v	null	null	null	null	null
koş:v	kaç:v	null	null	null	null	null
lüks:2	kaç:v	null	null	null	null	null
huzur:6	kaç:v	null	null	null	null	null
basit:2	kaç:v	null	null	null	null	null
tren:0	kaç:v	null	null	null	null	null
mücadele:3	kaç:v	null	null	null	null	null
kafes:3	kaç:v	null	null	null	null	null
cezaevi&:3	kaç:v	null	null	null	null	null
boğaz:2	kaç:v	null	null	null	null	null
taT:6	kaç:v	null	null	null	null	null
saât:0	kaç:v	null	null	null	null	null
ortam:3	kaç:v	null	null	null	null	null
otomobillE:v	kaç:v	null	null	null	null	null
kaç:v	kaç:v	null	null	null	null	null
baskı:3	kaç:v	null	null	null	null	null
ucuz:2	kaç:v	null	null	null	null	null
