word vector file:		GiTuCo.filt.uniq.stemB.format_S_Rcuspod.samp44p_w5_v200_mc10_i5_cbow.w2v.vec
corpus file:			GiTuCo.filt.uniq.stemB.sample
input file:				_arg_verb_list_50x100
minimum sample size:	30
minimum context size:	15
window size:			20
filters:				cuspod
is keyword included?	true
PCA variance threshold:	0.45
number of threads:		8

arg	verb	sample size	argComp	verbComp	phraseAvgComp	phrasePCAcomp
tef:0	çal:v	null	null	null	null	null
çello:0	çal:v	null	null	null	null	null
radyo:5	çal:v	null	null	null	null	null
darbuka:0	çal:v	null	null	null	null	null
çan:1	çal:v	null	null	null	null	null
zaman:1	çal:v	null	null	null	null	null
davul:1	çal:v	null	null	null	null	null
mızıka:0	çal:v	null	null	null	null	null
vişne:2	çal:v	null	null	null	null	null
alarm:6	çal:v	null	null	null	null	null
şarkı:1	çal:v	null	null	null	null	null
trompet:0	çal:v	null	null	null	null	null
trampet:0	çal:v	null	null	null	null	null
bal:0	çal:v	null	null	null	null	null
vak$it:1	çal:v	null	null	null	null	null
klarnet:0	çal:v	null	null	null	null	null
zurna:0	çal:v	null	null	null	null	null
tava:0	çal:v	null	null	null	null	null
baklava:0	çal:v	null	null	null	null	null
kaval:0	çal:v	null	null	null	null	null
marş:0	çal:v	null	null	null	null	null
orkestra:5	çal:v	null	null	null	null	null
kırağı:0	çal:v	null	null	null	null	null
kemençe:0	çal:v	null	null	null	null	null
rôl:0	çal:v	null	null	null	null	null
gönlü:1	çal:v	null	null	null	null	null
çene:0	çal:v	null	null	null	null	null
kızıl:2	çal:v	null	null	null	null	null
keke:0	çal:v	null	null	null	null	null
gitarlE:v	çal:v	null	null	null	null	null
mandolin:0	çal:v	null	null	null	null	null
siren:1	çal:v	null	null	null	null	null
korna:1	çal:v	null	null	null	null	null
lir:0	çal:v	null	null	null	null	null
maya:0	çal:v	null	null	null	null	null
arp:0	çal:v	null	null	null	null	null
parça:1	çal:v	null	null	null	null	null
piyano:1	çal:v	null	null	null	null	null
penaltı:0	çal:v	null	null	null	null	null
konçerto:1	çal:v	null	null	null	null	null
gitar:1	çal:v	null	null	null	null	null
sahne:5	çal:v	null	null	null	null	null
flütlE:v	çal:v	null	null	null	null	null
mor:2	çal:v	null	null	null	null	null
plan:5	çal:v	null	null	null	null	null
çal:v	çal:v	null	null	null	null	null
turuncu:2	çal:v	null	null	null	null	null
penaltı:1	çal:v	null	null	null	null	null
akordiyon:0	çal:v	null	null	null	null	null
para:1	çal:v	null	null	null	null	null
çalar:v	çal:v	null	null	null	null	null
kırmızı:2	çal:v	null	null	null	null	null
viyolonsel:0	çal:v	null	null	null	null	null
gayda:0	çal:v	null	null	null	null	null
mal:1	çal:v	null	null	null	null	null
piyano:5	çal:v	null	null	null	null	null
çalgı:0	çal:v	null	null	null	null	null
yeşil:2	çal:v	null	null	null	null	null
konser:5	çal:v	null	null	null	null	null
öm$ür:3	çal:v	null	null	null	null	null
org:0	çal:v	null	null	null	null	null
cüzdan:1	çal:v	null	null	null	null	null
dikkât:0	çek:v	8	null	null	null	null
dikkât:1	çek:v	1	null	null	null	null
ilgi:1	çek:v	1	null	null	null	null
güçlüK:0	çek:v	2	null	null	null	null
acı:v	çek:v	null	null	null	null	null
fotoğraf:1	çek:v	null	null	null	null	null
peşkeş:0	çek:v	null	null	null	null	null
sine:2	çek:v	null	null	null	null	null
halay:0	çek:v	null	null	null	null	null
zorluK:0	çek:v	1	null	null	null	null
iplE:v	çek:v	null	null	null	null	null
fotoğraf:0	çek:v	null	null	null	null	null
ilgi:0	çek:v	null	null	null	null	null
rest:0	çek:v	null	null	null	null	null
kah$ır:1	çek:v	null	null	null	null	null
sıkıntı:0	çek:v	1	null	null	null	null
şut:0	çek:v	null	null	null	null	null
yabancılıK:0	çek:v	null	null	null	null	null
kopya:0	çek:v	null	null	null	null	null
ceza:1	çek:v	null	null	null	null	null
sifon:0	çek:v	null	null	null	null	null
fiş:1	çek:v	null	null	null	null	null
otostop:0	çek:v	null	null	null	null	null
azaP:0	çek:v	null	null	null	null	null
küreK:0	çek:v	null	null	null	null	null
eteK:1	çek:v	null	null	null	null	null
çilE:v	çek:v	null	null	null	null	null
acı:0	çek:v	null	null	null	null	null
tepki:1	çek:v	null	null	null	null	null
tetiK:0	çek:v	null	null	null	null	null
iç:2	çek:v	null	null	null	null	null
ip:1	çek:v	null	null	null	null	null
sorgu:2	çek:v	null	null	null	null	null
çile:1	çek:v	null	null	null	null	null
pim:1	çek:v	null	null	null	null	null
besmele:0	çek:v	null	null	null	null	null
video:0	çek:v	null	null	null	null	null
baş:1	çek:v	null	null	null	null	null
özlem:1	çek:v	null	null	null	null	null
temiz:2	çek:v	null	null	null	null	null
fren:1	çek:v	null	null	null	null	null
kliP:0	çek:v	null	null	null	null	null
cereme:1	çek:v	null	null	null	null	null
aşağı:2	çek:v	null	null	null	null	null
film:0	çek:v	1	null	null	null	null
cefa:1	çek:v	null	null	null	null	null
kredi:0	çek:v	null	null	null	null	null
eziyet:0	çek:v	null	null	null	null	null
aşağı:0	çek:v	null	null	null	null	null
hasret:1	çek:v	null	null	null	null	null
video:1	çek:v	1	null	null	null	null
röntgen:1	çek:v	null	null	null	null	null
içim:2	çek:v	1	null	null	null	null
barfiks:0	çek:v	null	null	null	null	null
video:2	çek:v	null	null	null	null	null
ziyafet:0	çek:v	null	null	null	null	null
fırt:0	çek:v	null	null	null	null	null
resmi:1	çek:v	null	null	null	null	null
naz:1	çek:v	null	null	null	null	null
bayraK:1	çek:v	null	null	null	null	null
rest:1	çek:v	null	null	null	null	null
tepki:0	çek:v	null	null	null	null	null
geri:0	çek:v	null	null	null	null	null
cefa:0	çek:v	null	null	null	null	null
film:1	çek:v	null	null	null	null	null
sünger:0	çek:v	null	null	null	null	null
kapris:1	çek:v	null	null	null	null	null
sancı:0	çek:v	null	null	null	null	null
fiş:0	çek:v	null	null	null	null	null
foto:1	çek:v	null	null	null	null	null
acı:1	çek:v	null	null	null	null	null
ağrı:0	çek:v	null	null	null	null	null
yukarı:0	çek:v	1	null	null	null	null
tiner:0	çek:v	null	null	null	null	null
faks:0	çek:v	null	null	null	null	null
kamera:2	çek:v	null	null	null	null	null
kulaK:1	çek:v	null	null	null	null	null
naz:2	çek:v	null	null	null	null	null
tetiK:1	çek:v	null	null	null	null	null
saf:2	çek:v	null	null	null	null	null
kenar:2	çek:v	null	null	null	null	null
can:6	çek:v	null	null	null	null	null
yön:2	çek:v	null	null	null	null	null
fön:0	çek:v	null	null	null	null	null
ıstıraP:0	çek:v	null	null	null	null	null
karşılıksız:0	çek:v	null	null	null	null	null
desteK:1	çek:v	1	null	null	null	null
zılgıt:0	çek:v	null	null	null	null	null
hasret:0	çek:v	null	null	null	null	null
suY:1	çek:v	null	null	null	null	null
cımbızlE:v	çek:v	null	null	null	null	null
fiş:3	çek:v	null	null	null	null	null
telgraf:0	çek:v	null	null	null	null	null
sıkıntı:1	çek:v	null	null	null	null	null
nut$uk:0	çek:v	null	null	null	null	null
baş:0	çek:v	null	null	null	null	null
ciğer:2	çek:v	1	null	null	null	null
silah:1	çek:v	null	null	null	null	null
set:0	çek:v	null	null	null	null	null
kılıcı:1	çek:v	1	null	null	null	null
ortay:2	çık:v	12	null	null	null	null
dışarı:0	çık:v	2	null	null	null	null
dış:2	çık:v	3	null	null	null	null
yol:v	çık:v	null	null	null	null	null
sokaK:2	çık:v	null	null	null	null	null
karşı:2	çık:v	4	null	null	null	null
karşı:0	çık:v	2	null	null	null	null
ev:3	çık:v	1	null	null	null	null
sahne:2	çık:v	1	null	null	null	null
plan:2	çık:v	1	null	null	null	null
ayyuk:2	çık:v	null	null	null	null	null
sahiP:0	çık:v	1	null	null	null	null
iç:3	çık:v	2	null	null	null	null
gruP:3	çık:v	null	null	null	null	null
açıK:2	çık:v	null	null	null	null	null
süt:3	çık:v	null	null	null	null	null
zıvana:3	çık:v	1	null	null	null	null
ön:2	çık:v	null	null	null	null	null
kontrôl:3	çık:v	null	null	null	null	null
yolculuK:2	çık:v	null	null	null	null	null
saha:2	çık:v	null	null	null	null	null
gık:0	çık:v	null	null	null	null	null
ray:3	çık:v	null	null	null	null	null
tatil:2	çık:v	null	null	null	null	null
katı:2	çık:v	null	null	null	null	null
maça:0	çık:v	null	null	null	null	null
balkon:2	çık:v	null	null	null	null	null
avaz:0	çık:v	null	null	null	null	null
insanlıK:3	çık:v	1	null	null	null	null
kürsü:2	çık:v	null	null	null	null	null
televizyon:2	çık:v	null	null	null	null	null
dağ:2	çık:v	null	null	null	null	null
çığır:3	çık:v	null	null	null	null	null
av:2	çık:v	null	null	null	null	null
piyasa:2	çık:v	null	null	null	null	null
hap$is:3	çık:v	null	null	null	null	null
torna:3	çık:v	null	null	null	null	null
dışarı:2	çık:v	1	null	null	null	null
aklı:3	çık:v	null	null	null	null	null
finâl:2	çık:v	null	null	null	null	null
ses:0	çık:v	1	null	null	null	null
oda:3	çık:v	null	null	null	null	null
çıt:0	çık:v	null	null	null	null	null
tur:2	çık:v	null	null	null	null	null
görücü:2	çık:v	null	null	null	null	null
trafiK:2	çık:v	null	null	null	null	null
tepe:2	çık:v	1	null	null	null	null
bok:6	çık:v	null	null	null	null	null
gezinti:2	çık:v	null	null	null	null	null
çankaya:2	çık:v	null	null	null	null	null
düzlüK:2	çık:v	null	null	null	null	null
tura:0	çık:v	null	null	null	null	null
turne:2	çık:v	null	null	null	null	null
iz$in:2	çık:v	null	null	null	null	null
yukarı:0	çık:v	null	null	null	null	null
idrar:2	çık:v	null	null	null	null	null
maç:2	çık:v	null	null	null	null	null
podyum:2	çık:v	null	null	null	null	null
doruK:2	çık:v	null	null	null	null	null
yataK:3	çık:v	null	null	null	null	null
alışveriş:2	çık:v	null	null	null	null	null
seyahât:2	çık:v	null	null	null	null	null
lig:2	çık:v	null	null	null	null	null
duş:3	çık:v	null	null	null	null	null
sudan:0	çık:v	null	null	null	null	null
idman:2	çık:v	null	null	null	null	null
çile:3	çık:v	null	null	null	null	null
akı:4	çık:v	1	null	null	null	null
cılk:0	çık:v	null	null	null	null	null
cezaevi&:3	çık:v	null	null	null	null	null
zirve:2	çık:v	null	null	null	null	null
baş:2	çık:v	null	null	null	null	null
kazançlı:0	çık:v	null	null	null	null	null
üstün:2	çık:v	1	null	null	null	null
antrenman:2	çık:v	null	null	null	null	null
uzay:2	çık:v	null	null	null	null	null
keş$if:2	çık:v	null	null	null	null	null
kriz:3	çık:v	null	null	null	null	null
evin:3	çık:v	null	null	null	null	null
çatı:2	çık:v	null	null	null	null	null
çaylaklıK:3	çık:v	null	null	null	null	null
ihale:2	çık:v	1	null	null	null	null
hücum:2	çık:v	null	null	null	null	null
ergenliK:3	çık:v	null	null	null	null	null
şiraze:3	çık:v	null	null	null	null	null
tuvalet:3	çık:v	null	null	null	null	null
köşk:2	çık:v	null	null	null	null	null
seviye:2	çık:v	null	null	null	null	null
el:3	çık:v	null	null	null	null	null
mağara:3	çık:v	null	null	null	null	null
kalem:3	çık:v	null	null	null	null	null
depresyon:3	çık:v	null	null	null	null	null
yüz:2	çık:v	null	null	null	null	null
samsun:2	çık:v	null	null	null	null	null
yayın:3	çık:v	null	null	null	null	null
yüzey:2	çık:v	null	null	null	null	null
karaya:0	çık:v	null	null	null	null	null
banyo:3	çık:v	1	null	null	null	null
iş:3	çık:v	null	null	null	null	null
düzE:v	çık:v	null	null	null	null	null
ortay:2	çıkar:v	2	null	null	null	null
bok:1	çıkar:v	2	null	null	null	null
taT:1	çıkar:v	1	null	null	null	null
çile:3	çıkar:v	null	null	null	null	null
açıK:2	çıkar:v	null	null	null	null	null
ses:0	çıkar:v	1	null	null	null	null
katı:2	çıkar:v	null	null	null	null	null
gık:1	çıkar:v	null	null	null	null	null
plan:2	çıkar:v	1	null	null	null	null
keyfi:1	çıkar:v	1	null	null	null	null
ses:1	çıkar:v	null	null	null	null	null
iş:3	çıkar:v	2	null	null	null	null
göK:2	çıkar:v	null	null	null	null	null
satılıK:2	çıkar:v	null	null	null	null	null
temiz:2	çıkar:v	null	null	null	null	null
ön:2	çıkar:v	null	null	null	null	null
vatandaşlıK:3	çıkar:v	null	null	null	null	null
dışarı:0	çıkar:v	null	null	null	null	null
cılk:1	çıkar:v	null	null	null	null	null
davetiye:0	çıkar:v	null	null	null	null	null
gözde:0	çıkar:v	null	null	null	null	null
kapsam:3	çıkar:v	null	null	null	null	null
haklı:0	çıkar:v	null	null	null	null	null
şapka:0	çıkar:v	null	null	null	null	null
boşE:v	çıkar:v	null	null	null	null	null
aklı:3	çıkar:v	null	null	null	null	null
cebin:3	çıkar:v	1	null	null	null	null
dış:2	çıkar:v	null	null	null	null	null
karşı:2	çıkar:v	null	null	null	null	null
liste:3	çıkar:v	null	null	null	null	null
gözlüK:1	çıkar:v	null	null	null	null	null
hayat:3	çıkar:v	null	null	null	null	null
suY:1	çıkar:v	null	null	null	null	null
ders:0	çıkar:v	1	null	null	null	null
düzlüK:2	çıkar:v	null	null	null	null	null
istavroz:0	çıkar:v	null	null	null	null	null
ayakkabı:1	çıkar:v	null	null	null	null	null
albüm:1	çıkar:v	null	null	null	null	null
kavga:0	çıkar:v	null	null	null	null	null
ışıK:2	çıkar:v	1	null	null	null	null
met$in:3	çıkar:v	null	null	null	null	null
çıngar:0	çıkar:v	null	null	null	null	null
yolculuK:2	çıkar:v	null	null	null	null	null
arıza:0	çıkar:v	null	null	null	null	null
çıt:1	çıkar:v	null	null	null	null	null
maraza:0	çıkar:v	null	null	null	null	null
zıvana:3	çıkar:v	null	null	null	null	null
albüm:0	çıkar:v	null	null	null	null	null
bakla:1	çıkar:v	null	null	null	null	null
pestil:1	çıkar:v	null	null	null	null	null
görücü:2	çıkar:v	1	null	null	null	null
kadro:3	çıkar:v	null	null	null	null	null
zorluK:0	çıkar:v	null	null	null	null	null
don:3	çıkar:v	null	null	null	null	null
ak$ıl:3	çıkar:v	null	null	null	null	null
seviye:2	çıkar:v	null	null	null	null	null
arş:2	çıkar:v	null	null	null	null	null
yüz:2	çıkar:v	null	null	null	null	null
düzey:2	çıkar:v	null	null	null	null	null
türban:1	çıkar:v	null	null	null	null	null
vazife:0	çıkar:v	null	null	null	null	null
harita:1	çıkar:v	null	null	null	null	null
yasa:1	çıkar:v	null	null	null	null	null
günah:0	çıkar:v	null	null	null	null	null
gömleK:1	çıkar:v	null	null	null	null	null
çanta:3	çıkar:v	null	null	null	null	null
af0:0	çıkar:v	null	null	null	null	null
mezar:3	çıkar:v	null	null	null	null	null
hır:0	çıkar:v	null	null	null	null	null
sorun:0	çıkar:v	null	null	null	null	null
iş:0	çıkar:v	1	null	null	null	null
harçlıK:1	çıkar:v	null	null	null	null	null
ıskarta:2	çıkar:v	null	null	null	null	null
yasa:0	çıkar:v	null	null	null	null	null
kanun:0	çıkar:v	null	null	null	null	null
hatır:3	çıkar:v	null	null	null	null	null
çığır:3	çıkar:v	null	null	null	null	null
ray:3	çıkar:v	null	null	null	null	null
doruK:2	çıkar:v	null	null	null	null	null
anlam:0	çıkar:v	1	null	null	null	null
günyüzü:2	çıkar:v	null	null	null	null	null
düzE:v	çıkar:v	null	null	null	null	null
tepe:2	çıkar:v	null	null	null	null	null
takiP:3	çıkar:v	null	null	null	null	null
maksimum:2	çıkar:v	null	null	null	null	null
buzdolabı&:3	çıkar:v	null	null	null	null	null
sat:v	çıkar:v	null	null	null	null	null
fırın:3	çıkar:v	null	null	null	null	null
dergi:1	çıkar:v	null	null	null	null	null
müfredat:3	çıkar:v	null	null	null	null	null
tasarı:3	çıkar:v	null	null	null	null	null
mahkeme:2	çıkar:v	null	null	null	null	null
tavşan:0	çıkar:v	null	null	null	null	null
envanter:1	çıkar:v	null	null	null	null	null
yasE:v	çıkar:v	null	null	null	null	null
çoraP:1	çıkar:v	null	null	null	null	null
çıt:0	çıkar:v	null	null	null	null	null
buzluK:3	çıkar:v	null	null	null	null	null
ayyuk:2	çıkar:v	null	null	null	null	null
piyasa:2	çıkar:v	null	null	null	null	null
geri:0	dön:v	5	null	null	null	null
arka:1	dön:v	null	null	null	null	null
normâl:2	dön:v	null	null	null	null	null
direK:3	dön:v	null	null	null	null	null
ev:2	dön:v	null	null	null	null	null
sırt:1	dön:v	null	null	null	null	null
köşe:1	dön:v	null	null	null	null	null
devran:0	dön:v	null	null	null	null	null
çılgın:2	dön:v	null	null	null	null	null
yurT:2	dön:v	null	null	null	null	null
eşiK:3	dön:v	null	null	null	null	null
geri:2	dön:v	1	null	null	null	null
öz:2	dön:v	null	null	null	null	null
etraf:5	dön:v	null	null	null	null	null
tersin:v	dön:v	1	null	null	null	null
şaşkın:2	dön:v	null	null	null	null	null
deli:2	dön:v	null	null	null	null	null
nev$ir:0	dön:v	null	null	null	null	null
göle:0	dön:v	null	null	null	null	null
istanbul:2	dön:v	null	null	null	null	null
yanlış:3	dön:v	null	null	null	null	null
evin:2	dön:v	1	null	null	null	null
arapsaçı&:2	dön:v	null	null	null	null	null
yuva:2	dön:v	null	null	null	null	null
memleket:2	dön:v	null	null	null	null	null
kevgir:2	dön:v	null	null	null	null	null
çöplüK:2	dön:v	null	null	null	null	null
harabe:2	dön:v	null	null	null	null	null
okey:2	dön:v	null	null	null	null	null
ülke:2	dön:v	null	null	null	null	null
gün:2	dön:v	null	null	null	null	null
göl:2	dön:v	null	null	null	null	null
ayar:2	dön:v	null	null	null	null	null
tatil:3	dön:v	null	null	null	null	null
bülbül:2	dön:v	null	null	null	null	null
geçmiş:2	dön:v	null	null	null	null	null
baş:0	dön:v	null	null	null	null	null
ölüm:3	dön:v	2	null	null	null	null
çocukluK:2	dön:v	null	null	null	null	null
ters:2	dön:v	null	null	null	null	null
köy:2	dön:v	null	null	null	null	null
maymun:2	dön:v	null	null	null	null	null
ankara:2	dön:v	null	null	null	null	null
nere:3	dön:v	null	null	null	null	null
asker:3	dön:v	null	null	null	null	null
hata:3	dön:v	null	null	null	null	null
dön:v	dön:v	null	null	null	null	null
çark:0	dön:v	null	null	null	null	null
göz:0	dön:v	1	null	null	null	null
muhabbet:0	dön:v	null	null	null	null	null
çanaK:2	dön:v	null	null	null	null	null
ters:0	dön:v	1	null	null	null	null
arka:2	dön:v	null	null	null	null	null
yeşil:2	dön:v	null	null	null	null	null
kabus:2	dön:v	null	null	null	null	null
oğlan:2	dön:v	null	null	null	null	null
olumlu:2	dön:v	null	null	null	null	null
hayat:2	dön:v	null	null	null	null	null
kıyı:3	dön:v	null	null	null	null	null
ne:0	dön:v	null	null	null	null	null
kıble:2	dön:v	null	null	null	null	null
balıK:2	dön:v	null	null	null	null	null
döner:0	dön:v	1	null	null	null	null
hali:2	dön:v	null	null	null	null	null
ödüllE:v	dön:v	null	null	null	null	null
kül:2	dön:v	null	null	null	null	null
baş:2	dön:v	null	null	null	null	null
önce:2	dön:v	null	null	null	null	null
saha:2	dön:v	null	null	null	null	null
fır:0	dön:v	null	null	null	null	null
puanlE:v	dön:v	null	null	null	null	null
viraj:0	dön:v	null	null	null	null	null
dilim:0	dön:v	null	null	null	null	null
sol:v	dön:v	null	null	null	null	null
forvet:2	dön:v	null	null	null	null	null
kırmızı:2	dön:v	null	null	null	null	null
geyiK:0	dön:v	null	null	null	null	null
sakatlıK:3	dön:v	null	null	null	null	null
otel:2	dön:v	null	null	null	null	null
sürgün:3	dön:v	null	null	null	null	null
nev$ir:6	dön:v	null	null	null	null	null
söz:3	dön:v	null	null	null	null	null
sünger:2	dön:v	null	null	null	null	null
han:2	dön:v	null	null	null	null	null
virane:2	dön:v	null	null	null	null	null
sersem:2	dön:v	null	null	null	null	null
sağ:v	dön:v	null	null	null	null	null
tımarhane:2	dön:v	null	null	null	null	null
karar:3	dön:v	null	null	null	null	null
hikaye:2	dön:v	null	null	null	null	null
yemiş:2	dön:v	null	null	null	null	null
kuş:2	dön:v	null	null	null	null	null
değirmen:0	dön:v	null	null	null	null	null
konu:2	dön:v	null	null	null	null	null
kıç:1	dön:v	null	null	null	null	null
olumsuz:2	dön:v	null	null	null	null	null
pelte:2	dön:v	null	null	null	null	null
saçı:2	dön:v	null	null	null	null	null
ekran:2	dön:v	null	null	null	null	null
şebeK:2	dön:v	null	null	null	null	null
uzaK:0	dur:v	4	null	null	null	null
demir:0	dur:v	4	null	null	null	null
arka:5	dur:v	null	null	null	null	null
dik:v	dur:v	null	null	null	null	null
üzeri&:5	dur:v	1	null	null	null	null
dur:v	dur:v	null	null	null	null	null
söz:5	dur:v	null	null	null	null	null
saygı:0	dur:v	null	null	null	null	null
kenar:5	dur:v	null	null	null	null	null
asılı:0	dur:v	null	null	null	null	null
yerinde:0	dur:v	null	null	null	null	null
mesafeli:0	dur:v	null	null	null	null	null
sakil:0	dur:v	null	null	null	null	null
üstün:5	dur:v	null	null	null	null	null
yer:5	dur:v	null	null	null	null	null
debelen:v	dur:v	null	null	null	null	null
ön:5	dur:v	2	null	null	null	null
karşı:5	dur:v	1	null	null	null	null
yan:5	dur:v	null	null	null	null	null
karşı:0	dur:v	null	null	null	null	null
namaz:2	dur:v	null	null	null	null	null
ışıK:5	dur:v	null	null	null	null	null
dolan:v	dur:v	null	null	null	null	null
halay:2	dur:v	null	null	null	null	null
beşiktaşlılıK:0	dur:v	null	null	null	null	null
denge:5	dur:v	null	null	null	null	null
hareketsiz:0	dur:v	null	null	null	null	null
mesafe:5	dur:v	null	null	null	null	null
sapasağlam:0	dur:v	null	null	null	null	null
şık0:0	dur:v	null	null	null	null	null
köşe:5	dur:v	null	null	null	null	null
çırpın:v	dur:v	null	null	null	null	null
sabit:0	dur:v	null	null	null	null	null
divan:0	dur:v	null	null	null	null	null
şişe:5	dur:v	null	null	null	null	null
ediP:0	dur:v	null	null	null	null	null
kalbi:0	dur:v	null	null	null	null	null
kırmızı:5	dur:v	null	null	null	null	null
vakur:0	dur:v	null	null	null	null	null
uğraş:v	dur:v	1	null	null	null	null
didin:v	dur:v	null	null	null	null	null
dön:v	dur:v	null	null	null	null	null
geri:0	dur:v	1	null	null	null	null
duraK:5	dur:v	null	null	null	null	null
yakın:v	dur:v	1	null	null	null	null
hassasiyetlE:v	dur:v	null	null	null	null	null
raf:5	dur:v	null	null	null	null	null
onurlu:0	dur:v	null	null	null	null	null
kıvran:v	dur:v	null	null	null	null	null
uslu:0	dur:v	null	null	null	null	null
koştur:v	dur:v	null	null	null	null	null
rahat:0	dur:v	null	null	null	null	null
tekrarlE:v	dur:v	null	null	null	null	null
orta:5	dur:v	null	null	null	null	null
hiç:0	dur:v	null	null	null	null	null
gidişat:2	dur:v	null	null	null	null	null
geçiT:5	dur:v	null	null	null	null	null
önemlE:v	dur:v	1	null	null	null	null
selam:2	dur:v	null	null	null	null	null
kasa:5	dur:v	null	null	null	null	null
dolaş:v	dur:v	null	null	null	null	null
dolaP:5	dur:v	null	null	null	null	null
vakfe:2	dur:v	null	null	null	null	null
çekmece:5	dur:v	null	null	null	null	null
gidiş:v	dur:v	null	null	null	null	null
başında:0	dur:v	null	null	null	null	null
masaT:2	dur:v	null	null	null	null	null
kitaplıK:5	dur:v	null	null	null	null	null
selam:0	dur:v	null	null	null	null	null
asili:0	dur:v	null	null	null	null	null
pençe:0	dur:v	null	null	null	null	null
ilkeli:0	dur:v	null	null	null	null	null
gevelE:v	dur:v	null	null	null	null	null
uzaK:5	dur:v	null	null	null	null	null
nokta:5	dur:v	null	null	null	null	null
kambur:0	dur:v	null	null	null	null	null
beşiktaşlı:0	dur:v	1	null	null	null	null
savrul:v	dur:v	null	null	null	null	null
kıyam:2	dur:v	null	null	null	null	null
don:v	dur:v	null	null	null	null	null
gezin:v	dur:v	null	null	null	null	null
politiK:0	dur:v	null	null	null	null	null
eşiK:5	dur:v	null	null	null	null	null
turan:0	dur:v	null	null	null	null	null
omurgalı:0	dur:v	null	null	null	null	null
kıpırdE:v	dur:v	null	null	null	null	null
basamaK:5	dur:v	null	null	null	null	null
güzide:0	dur:v	null	null	null	null	null
esas:0	dur:v	null	null	null	null	null
hala:0	dur:v	null	null	null	null	null
başucu&:5	dur:v	null	null	null	null	null
adem:0	dur:v	null	null	null	null	null
eğiK:0	dur:v	null	null	null	null	null
çekiştir:v	dur:v	null	null	null	null	null
çizgi:5	dur:v	null	null	null	null	null
havalı:0	dur:v	null	null	null	null	null
dolmasız:0	dur:v	null	null	null	null	null
arşiv:5	dur:v	null	null	null	null	null
gün:2	dur:v	null	null	null	null	null
dakika:0	dur:v	null	null	null	null	null
inşaat:3	düş:v	4	null	null	null	null
küme:0	düş:v	null	null	null	null	null
peşin:2	düş:v	1	null	null	null	null
durum:2	düş:v	2	null	null	null	null
yeniK:0	düş:v	1	null	null	null	null
tuzaK:2	düş:v	null	null	null	null	null
yıldırım:0	düş:v	5	null	null	null	null
gaflet:2	düş:v	1	null	null	null	null
hatay:2	düş:v	null	null	null	null	null
derT:2	düş:v	null	null	null	null	null
pay:2	düş:v	null	null	null	null	null
yanılgı:2	düş:v	1	null	null	null	null
ters:0	düş:v	1	null	null	null	null
gündem:3	düş:v	1	null	null	null	null
bitaP:0	düş:v	null	null	null	null	null
şüphe:2	düş:v	null	null	null	null	null
dehşet:2	düş:v	null	null	null	null	null
dam:3	düş:v	null	null	null	null	null
geri:2	düş:v	null	null	null	null	null
hâl0:2	düş:v	null	null	null	null	null
yol:2	düş:v	1	null	null	null	null
boşluK:2	düş:v	null	null	null	null	null
pençe:2	düş:v	null	null	null	null	null
sandalye:3	düş:v	null	null	null	null	null
iç:2	düş:v	1	null	null	null	null
çap:3	düş:v	null	null	null	null	null
çukur:2	düş:v	null	null	null	null	null
hata:2	düş:v	null	null	null	null	null
çelişki:2	düş:v	null	null	null	null	null
lig:3	düş:v	null	null	null	null	null
esir:v	düş:v	null	null	null	null	null
anlaşmazlıK:2	düş:v	null	null	null	null	null
tekrar:2	düş:v	null	null	null	null	null
karaborsa:2	düş:v	null	null	null	null	null
temerrüT:2	düş:v	null	null	null	null	null
suY:2	düş:v	null	null	null	null	null
hayret:2	düş:v	null	null	null	null	null
not:0	düş:v	null	null	null	null	null
at:3	düş:v	null	null	null	null	null
dara:0	düş:v	null	null	null	null	null
jeton:0	düş:v	null	null	null	null	null
enflasyon:5	düş:v	null	null	null	null	null
konum:2	düş:v	null	null	null	null	null
altın:2	düş:v	null	null	null	null	null
telaş:2	düş:v	null	null	null	null	null
yanlış:2	düş:v	null	null	null	null	null
eşeK:3	düş:v	1	null	null	null	null
yorgun:0	düş:v	null	null	null	null	null
şehiT:0	düş:v	null	null	null	null	null
takke:0	düş:v	null	null	null	null	null
sıkıntı:2	düş:v	null	null	null	null	null
ayrılıK:2	düş:v	null	null	null	null	null
tonga:2	düş:v	null	null	null	null	null
yer:v	düş:v	1	null	null	null	null
puanlıK:0	düş:v	null	null	null	null	null
faiz:5	düş:v	null	null	null	null	null
rah$im:2	düş:v	null	null	null	null	null
ikilem:2	düş:v	null	null	null	null	null
kuyu:2	düş:v	null	null	null	null	null
enflasyon:0	düş:v	null	null	null	null	null
dil:3	düş:v	null	null	null	null	null
tansiyon:0	düş:v	null	null	null	null	null
denG:0	düş:v	null	null	null	null	null
deniz:2	düş:v	null	null	null	null	null
ihtilaf:2	düş:v	null	null	null	null	null
bisiklet:3	düş:v	null	null	null	null	null
baş:2	düş:v	null	null	null	null	null
iktidar:3	düş:v	null	null	null	null	null
umutsuzluK:2	düş:v	null	null	null	null	null
internet:2	düş:v	null	null	null	null	null
aday:2	düş:v	null	null	null	null	null
ac$iz:2	düş:v	null	null	null	null	null
eksi:2	düş:v	null	null	null	null	null
kilo:2	düş:v	null	null	null	null	null
el:2	düş:v	null	null	null	null	null
kalite:6	düş:v	null	null	null	null	null
uçurum:3	düş:v	null	null	null	null	null
göz:3	düş:v	null	null	null	null	null
